Agency Name,County,Item Name,Quantity,Unit Cost,Ship Date
UNDISCLOSED BY DLA,BERGEN                   ,M-14 ASSAULT RIFLE,1,138.00,3/23/06
UNDISCLOSED BY DLA,BERGEN                   ,M-14 ASSAULT RIFLE,1,138.00,3/23/06
UNDISCLOSED BY DLA,BURLINGTON,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,BURLINGTON,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,BURLINGTON,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,BURLINGTON,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,BURLINGTON,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,BURLINGTON,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,BURLINGTON,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,BURLINGTON,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,BURLINGTON,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,BURLINGTON,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,BURLINGTON,M-14 ASSAULT RIFLE,1,138.00,8/25/08
UNDISCLOSED BY DLA,BURLINGTON,M-14 ASSAULT RIFLE,1,138.00,8/25/08
UNDISCLOSED BY DLA,BURLINGTON,M-14 ASSAULT RIFLE,1,138.00,10/9/08
UNDISCLOSED BY DLA,BURLINGTON,M-14 ASSAULT RIFLE,1,138.00,10/9/08
UNDISCLOSED BY DLA,BURLINGTON,M-14 ASSAULT RIFLE,1,138.00,10/9/08
UNDISCLOSED BY DLA,BURLINGTON,M-14 ASSAULT RIFLE,1,138.00,10/9/08
UNDISCLOSED BY DLA,BURLINGTON,M-14 ASSAULT RIFLE,1,138.00,8/22/08
UNDISCLOSED BY DLA,BURLINGTON,M-14 ASSAULT RIFLE,1,138.00,8/22/08
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,11/15/06
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,6/12/06
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,6/12/06
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,6/12/06
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,6/12/06
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,6/12/06
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,6/12/06
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/1/08
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/1/08
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/1/08
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/1/08
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/16/08
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/16/08
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,7/6/06
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,7/6/06
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,7/6/06
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,7/6/06
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,7/6/06
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,7/6/06
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,7/6/06
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,7/6/06
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,7/6/06
UNDISCLOSED BY DLA,CAMDEN                   ,M-14 ASSAULT RIFLE,1,138.00,7/6/06
UNDISCLOSED BY DLA,CAPE MAY,M-14 ASSAULT RIFLE,1,138.00,9/30/08
UNDISCLOSED BY DLA,CAPE MAY,M-14 ASSAULT RIFLE,1,138.00,9/30/08
UNDISCLOSED BY DLA,CAPE MAY,M-14 ASSAULT RIFLE,1,138.00,9/30/08
UNDISCLOSED BY DLA,CAPE MAY,M-14 ASSAULT RIFLE,1,138.00,9/30/08
UNDISCLOSED BY DLA,CAPE MAY,M-14 ASSAULT RIFLE,1,138.00,9/30/08
UNDISCLOSED BY DLA,CAPE MAY,M-14 ASSAULT RIFLE,1,138.00,9/30/08
UNDISCLOSED BY DLA,CAPE MAY,M-14 ASSAULT RIFLE,1,138.00,9/30/08
UNDISCLOSED BY DLA,CAPE MAY,M-14 ASSAULT RIFLE,1,138.00,9/30/08
UNDISCLOSED BY DLA,CUMBERLAND               ,M-14 ASSAULT RIFLE,1,138.00,10/2/08
UNDISCLOSED BY DLA,CUMBERLAND               ,M-14 ASSAULT RIFLE,1,138.00,10/2/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,11/28/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,11/28/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,11/28/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,11/28/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,11/28/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,11/28/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,10/1/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,10/1/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,10/1/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,10/1/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,10/1/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,10/1/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,9/30/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,9/30/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,9/30/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,7/7/06
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,9/24/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,9/24/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,9/24/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,9/24/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,9/24/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,9/24/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,9/24/08
UNDISCLOSED BY DLA,ESSEX,M-14 ASSAULT RIFLE,1,138.00,9/24/08
UNDISCLOSED BY DLA,GLOUCESTER               ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,GLOUCESTER               ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,GLOUCESTER               ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,GLOUCESTER               ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,GLOUCESTER               ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,GLOUCESTER               ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,GLOUCESTER               ,M-14 ASSAULT RIFLE,1,138.00,10/3/08
UNDISCLOSED BY DLA,GLOUCESTER               ,M-14 ASSAULT RIFLE,1,138.00,10/3/08
UNDISCLOSED BY DLA,GLOUCESTER               ,M-14 ASSAULT RIFLE,1,138.00,10/8/08
UNDISCLOSED BY DLA,GLOUCESTER               ,M-14 ASSAULT RIFLE,1,138.00,10/8/08
UNDISCLOSED BY DLA,GLOUCESTER               ,M-14 ASSAULT RIFLE,1,138.00,10/8/08
UNDISCLOSED BY DLA,GLOUCESTER               ,M-14 ASSAULT RIFLE,1,138.00,10/8/08
UNDISCLOSED BY DLA,GLOUCESTER               ,M-14 ASSAULT RIFLE,1,138.00,10/8/08
UNDISCLOSED BY DLA,GLOUCESTER               ,M-14 ASSAULT RIFLE,1,138.00,10/8/08
UNDISCLOSED BY DLA,GLOUCESTER               ,M-14 ASSAULT RIFLE,1,138.00,10/3/08
UNDISCLOSED BY DLA,GLOUCESTER               ,M-14 ASSAULT RIFLE,1,138.00,10/3/08
UNDISCLOSED BY DLA,GLOUCESTER               ,M-14 ASSAULT RIFLE,1,138.00,10/3/08
UNDISCLOSED BY DLA,GLOUCESTER               ,M-14 ASSAULT RIFLE,1,138.00,10/3/08
UNDISCLOSED BY DLA,HUDSON                   ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,HUDSON                   ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,HUDSON                   ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,HUDSON                   ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,HUDSON                   ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,HUDSON                   ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,HUDSON                   ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,HUDSON                   ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,HUDSON                   ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,HUDSON                   ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,HUDSON                   ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,HUDSON                   ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,HUDSON                   ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,HUDSON                   ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,HUDSON                   ,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,HUDSON                   ,M-14 ASSAULT RIFLE,1,138.00,10/9/08
UNDISCLOSED BY DLA,HUDSON                   ,M-14 ASSAULT RIFLE,1,138.00,10/9/08
UNDISCLOSED BY DLA,HUDSON                   ,M-14 ASSAULT RIFLE,1,138.00,10/9/08
UNDISCLOSED BY DLA,HUDSON                   ,M-14 ASSAULT RIFLE,1,138.00,10/9/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,11/20/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,11/20/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,11/20/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,11/20/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,11/20/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,9/24/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,9/24/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,9/24/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,9/24/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,9/24/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,9/24/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,9/17/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,9/17/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,9/17/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,9/17/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,9/17/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,9/17/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,9/17/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,9/17/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,9/17/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,9/17/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,MERCER,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-14 ASSAULT RIFLE,1,138.00,8/25/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-14 ASSAULT RIFLE,1,138.00,8/25/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-14 ASSAULT RIFLE,1,138.00,8/25/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-14 ASSAULT RIFLE,1,138.00,10/27/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-14 ASSAULT RIFLE,1,138.00,10/27/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-14 ASSAULT RIFLE,1,138.00,10/27/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-14 ASSAULT RIFLE,1,138.00,10/27/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-14 ASSAULT RIFLE,1,138.00,10/27/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-14 ASSAULT RIFLE,1,138.00,10/27/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-14 ASSAULT RIFLE,1,138.00,10/27/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-14 ASSAULT RIFLE,1,138.00,10/27/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-14 ASSAULT RIFLE,1,138.00,10/27/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-14 ASSAULT RIFLE,1,138.00,10/27/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-14 ASSAULT RIFLE,1,138.00,10/27/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-14 ASSAULT RIFLE,1,138.00,10/27/08
UNDISCLOSED BY DLA,MONMOUTH,M-14 ASSAULT RIFLE,1,138.00,5/21/08
UNDISCLOSED BY DLA,MONMOUTH,M-14 ASSAULT RIFLE,1,138.00,5/21/08
UNDISCLOSED BY DLA,MONMOUTH,M-14 ASSAULT RIFLE,1,138.00,9/4/08
UNDISCLOSED BY DLA,MONMOUTH,M-14 ASSAULT RIFLE,1,138.00,9/4/08
UNDISCLOSED BY DLA,MONMOUTH,M-14 ASSAULT RIFLE,1,138.00,9/4/08
UNDISCLOSED BY DLA,MONMOUTH,M-14 ASSAULT RIFLE,1,138.00,9/4/08
UNDISCLOSED BY DLA,MONMOUTH,M-14 ASSAULT RIFLE,1,138.00,2/19/13
UNDISCLOSED BY DLA,MONMOUTH,M-14 ASSAULT RIFLE,1,138.00,3/1/11
UNDISCLOSED BY DLA,MONMOUTH,M-14 ASSAULT RIFLE,1,138.00,3/1/11
UNDISCLOSED BY DLA,MONMOUTH,M-14 ASSAULT RIFLE,1,138.00,3/1/11
UNDISCLOSED BY DLA,MONMOUTH,M-14 ASSAULT RIFLE,1,138.00,3/1/11
UNDISCLOSED BY DLA,MONMOUTH,M-14 ASSAULT RIFLE,1,138.00,3/1/11
UNDISCLOSED BY DLA,MONMOUTH,M-14 ASSAULT RIFLE,1,138.00,3/1/11
UNDISCLOSED BY DLA,MONMOUTH,M-14 ASSAULT RIFLE,1,138.00,10/8/08
UNDISCLOSED BY DLA,MONMOUTH,M-14 ASSAULT RIFLE,1,138.00,10/8/08
UNDISCLOSED BY DLA,MONMOUTH,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,MONMOUTH,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,MONMOUTH,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,10/27/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,9/24/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,9/24/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,5/21/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,5/21/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,5/21/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,5/21/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,5/21/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,5/21/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,5/21/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,5/21/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,5/21/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,5/21/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,10/9/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,9/30/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,10/9/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,3/1/11
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,3/1/11
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,3/1/11
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,3/1/11
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,9/17/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,9/17/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,9/17/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,9/17/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,9/17/08
UNDISCLOSED BY DLA,MORRIS                   ,M-14 ASSAULT RIFLE,1,138.00,9/17/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,8/22/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,8/22/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/20/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/20/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/20/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/20/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/20/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/20/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/20/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/17/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,3/1/11
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,3/1/11
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,3/1/11
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,3/1/11
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,3/1/11
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,1/5/11
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,1/5/11
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,1/5/11
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,1/5/11
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,1/5/11
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,1/5/11
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/20/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/20/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/20/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/20/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/20/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/20/08
UNDISCLOSED BY DLA,OCEAN,M-14 ASSAULT RIFLE,1,138.00,10/20/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-14 ASSAULT RIFLE,1,138.00,8/3/95
